,TCGA.A1.A0SK.01A,TCGA.A1.A0SM.01A,TCGA.A2.A04P.01A,TCGA.A2.A04Q.01A,TCGA.A2.A04R.01A,TCGA.A2.A0CM.01A,TCGA.A2.A0D0.01A,TCGA.A2.A0D2.01A,TCGA.A2.A0D4.01A,TCGA.A2.A0ER.01A,TCGA.A2.A0EY.01A,TCGA.A2.A0ST.01A,TCGA.A2.A0SV.01A,TCGA.A2.A0SX.01A,TCGA.A2.A0T2.01A,TCGA.A2.A0T3.01A,TCGA.A2.A0T4.01A,TCGA.A2.A0YG.01A,TCGA.A2.A0YH.01A,TCGA.A2.A0YM.01A,TCGA.A7.A0CE.01A,TCGA.A7.A0CJ.01A,TCGA.A7.A0DA.01A,TCGA.A8.A06N.01A,TCGA.A8.A06O.01A,TCGA.A8.A06Z.01A,TCGA.A8.A07O.01A,TCGA.A8.A07U.01A,TCGA.A8.A07W.01A,TCGA.A8.A082.01A,TCGA.A8.A085.01A,TCGA.A8.A08G.01A,TCGA.A8.A08H.01A,TCGA.A8.A08I.01A,TCGA.A8.A08R.01A,TCGA.A8.A096.01A,TCGA.A8.A097.01A,TCGA.A8.A09C.01A,TCGA.A8.A09D.01A,TCGA.A8.A09I.01A,TCGA.A8.A09M.01A,TCGA.A8.A09N.01A,TCGA.A8.A09Q.01A,TCGA.A8.A09R.01A,TCGA.A8.A0A9.01A,TCGA.AN.A03Y.01A,TCGA.AN.A041.01A,TCGA.AN.A049.01A,TCGA.AN.A04D.01A,TCGA.AN.A0AJ.01A,TCGA.AN.A0AL.01A,TCGA.AN.A0AM.01A,TCGA.AN.A0FF.01A,TCGA.AN.A0FJ.01A,TCGA.AN.A0FK.01A,TCGA.AN.A0FX.01A,TCGA.AN.A0FY.01A,TCGA.AN.A0XR.01A,TCGA.AN.A0XW.01A,TCGA.AO.A03O.01A,TCGA.AO.A0J3.01A,TCGA.AO.A0J4.01A,TCGA.AO.A0J6.01A,TCGA.AO.A0J7.01A,TCGA.AO.A0JD.01A,TCGA.AO.A0JI.01A,TCGA.AO.A0JL.01A,TCGA.AO.A124.01A,TCGA.AO.A129.01A,TCGA.AO.A12B.01A,TCGA.AO.A12F.01A,TCGA.AQ.A04H.01B,TCGA.AQ.A04J.01A,TCGA.AR.A0TS.01A,TCGA.AR.A0TT.01A,TCGA.AR.A0TY.01A,TCGA.AR.A0TZ.01A,TCGA.AR.A0U1.01A,TCGA.AR.A0U2.01A,TCGA.AR.A0U3.01A,TCGA.AR.A1AH.01A,TCGA.AR.A1AI.01A,TCGA.AR.A1AJ.01A,TCGA.AR.A1AQ.01A,TCGA.AR.A1AR.01A,TCGA.AR.A1AV.01A,TCGA.AR.A1AY.01A,TCGA.B6.A0I2.01A,TCGA.B6.A0IC.01A,TCGA.B6.A0IJ.01A,TCGA.B6.A0IQ.01A,TCGA.B6.A0RT.01A,TCGA.B6.A0RU.01A,TCGA.B6.A0WV.01A,TCGA.B6.A0WW.01A,TCGA.B6.A0WX.01A,TCGA.B6.A0X5.01A,TCGA.BH.A0AU.01A,TCGA.BH.A0AY.01A,TCGA.BH.A0B3.01A,TCGA.BH.A0B5.01A,TCGA.BH.A0B9.01A,TCGA.BH.A0BD.01A,TCGA.BH.A0BF.01A,TCGA.BH.A0BW.01A,TCGA.BH.A0BZ.01A,TCGA.BH.A0C0.01A,TCGA.BH.A0DL.01A,TCGA.BH.A0E0.01A,TCGA.BH.A0H0.01A,TCGA.BH.A0HU.01A,TCGA.BH.A0HW.01A,TCGA.BH.A0RX.01A,TCGA.BH.A0W3.01A,TCGA.BH.A0WA.01A,TCGA.BH.A18F.01A,TCGA.BH.A18J.01A,TCGA.BH.A18K.01A,TCGA.BH.A18L.01A,TCGA.BH.A18Q.01A,TCGA.BH.A18U.01A,TCGA.BH.A18V.01A,TCGA.BH.A1EW.01A,TCGA.BH.A1F0.01A,TCGA.C8.A12K.01A,TCGA.C8.A12W.01A,TCGA.C8.A12X.01A,TCGA.C8.A131.01A,TCGA.C8.A134.01A,TCGA.C8.A1HL.01A,TCGA.C8.A1HM.01A,TCGA.D8.A142.01A,TCGA.D8.A147.01A,TCGA.E2.A10A.01A,TCGA.E2.A10C.01A,TCGA.E2.A14N.01A,TCGA.E2.A14O.01A,TCGA.E2.A14R.01A,TCGA.E2.A14S.01A,TCGA.E2.A14X.01A,TCGA.E2.A14Y.01A,TCGA.E2.A150.01A,TCGA.E2.A158.01A,TCGA.E2.A159.01A,TCGA.E2.A15M.01A
KRCC1,-0.69775,-1.189,-0.5015,-0.3895,0.0775,-0.66075,-2.08675,-0.68475,0.3815,0.278,-0.3175,0.40975,-0.20425,-0.032,0.4375,0.472,0.71475,-0.71525,-0.90725,-0.5625,0.44675,-1.09825,0.41125,0.03175,-1.0945,-0.6945,-0.2205,-0.0145,-0.35825,0.1235,-1.0225,0.95825,0.11425,-0.3255,-0.49275,-0.5885,0.45175,-0.2535,-0.1615,-2.151,0.2895,1.215,-0.5760000000000001,-0.46975,-1.1595,-2.04275,-0.16975,-0.79125,-0.70525,-0.999,0.211,-0.3685,0.6759999999999999,0.1145,-0.30325,0.49075,0.196,-0.96425,-0.18925,-1.50575,0.70325,0.15975,-0.28975,-0.96075,-0.31625,2.00725,-0.38525,0.3995,0.56225,0.199,-0.5760000000000001,-0.1385,0.06925,1.22475,-0.91325,-0.81025,-0.7190000000000001,0.1715,-0.69975,0.16675,0.481,-0.40275,0.56275,0.10975,0.517,-0.4355,-0.00325,0.91475,0.35175,-0.30675,0.165,0.3575,-0.5025,-0.594,-0.43375,0.0575,-1.026,1.08275,0.7665,0.20775,0.823,0.34225,0.2285,-0.07,0.81875,-0.3125,-0.47375,0.07525,0.46425,0.16875,0.34,0.17575,-0.711,-0.93875,0.162,0.35325,-0.58525,-0.447,-2.623,-0.19825,-0.80075,0.70475,-0.444,-0.009000000000000001,0.24175,-1.07725,0.276,1.40925,0.72,-0.16925,-0.60725,-0.38775,-0.04825,0.44275,0.57425,-0.9635,-0.077,-0.19325,0.0545,-0.1535,-2.24275,0.4295,1.588,0.327,-0.0365
C6orf27,-0.8815,-0.14,0.4025,-0.111,0.0375,-0.051,-0.037000000000000005,-0.235,0.025,-0.198,-0.535,0.0265,-0.206,-0.504,0.3905,-0.1515,-0.35200000000000004,-0.001,-0.417,-0.0085,-0.297,0.1995,-0.3035,-0.054000000000000006,0.099,0.34700000000000003,0.013,-0.23,0.0555,0.035,0.0235,-0.0445,0.1245,-0.154,-0.3595,0.2565,-0.3085,-0.4395,-0.013,0.06,-0.0075,-0.0365,-2.2095,-0.0435,0.0405,-0.287,-0.5920000000000001,-0.095,0.6585,-0.009000000000000001,0.329,0.237,-0.0675,-0.126,-0.0075,0.042,0.015,0.4605,-0.1785,0.1915,-0.0375,-0.236,-0.264,0.2925,-0.394,-0.379,1.5395,0.6609999999999999,-0.2405,0.1515,0.3065,-0.04,-0.0925,0.039,-0.21600000000000005,0.14400000000000002,-0.161,0.409,-0.334,-0.267,-0.345,-0.3945,-0.239,-0.0345,-0.208,-0.073,-0.4515,-0.5545,0.0915,0.0465,-0.0075,-0.401,-0.236,0.253,0.285,-0.3670000000000001,0.426,0.1465,-0.091,0.171,-0.4625,-0.219,0.11,-0.1485,-0.183,0.4455,0.106,0.5725,-0.0215,0.0135,0.0,0.0415,0.0305,0.2565,-0.285,-0.3335,-0.14800000000000002,-0.058,-0.112,0.7855,-0.441,-0.254,-0.3285,0.01,-0.5795,0.304,0.2805,0.2745,-0.098,0.74,-0.115,-0.077,-0.2855,-0.4305,-0.0485,0.49,0.603,-0.109,0.2695,0.1725,0.397,-0.2635,0.301,-0.3,-0.3865
SYTL5,-0.508,0.141,-0.4395,-0.8095,-0.3555,-0.6045,-0.4455,-0.3425,-0.3735,0.375,-0.1485,-1.2585,-0.159,-0.4475,-0.8495,0.5275,0.487,0.1325,0.3515,-0.38,-0.879,0.8745,-0.0365,0.123,-0.695,0.2655,-0.3095,0.091,0.237,0.917,0.428,2.505,-1.2205,0.4785,-0.2195,1.5319999999999998,-0.0645,-0.049,-0.3515,-0.639,-0.985,-0.2915,-0.5895,0.4135,0.4405,-1.1045,1.185,0.0375,-0.3985,-0.4395,-0.396,0.7045,-0.78,-1.2009999999999998,-0.3845,0.07200000000000001,-0.0645,0.884,1.281,-0.488,0.195,-0.258,-1.7280000000000002,0.158,0.5720000000000001,-0.926,-0.091,-0.2055,-0.0055,0.8420000000000001,-0.9825,0.027000000000000003,-0.1405,-0.4775,0.3685,1.266,0.368,-0.573,0.6145,0.764,-0.7759999999999999,-1.2405,0.0245,-0.0885,-0.9175,-1.3675,-2.093,0.264,0.0505,-0.0855,-0.81,-0.2005,-0.1215,1.9625,-0.35100000000000003,-0.13,1.019,-0.0465,0.051,-1.4805,0.4225,-0.2845,-0.269,0.647,-0.6665,-2.106,-0.2755,-0.7565,-0.7915,0.1435,0.797,0.0965,-0.1535,-1.024,-0.5495,-0.119,0.197,0.033,0.339,-0.555,0.4255,-0.161,0.2335,-0.3495,0.0005,-0.376,-0.1415,-0.674,-0.415,1.453,-0.2425,-0.441,0.034,0.7509999999999999,-0.1295,-0.8635,0.6615,-1.3035,-0.5355,-0.405,-0.3945,0.1785,-0.403,-1.6295,0.3415
PRND,-0.529125,-0.01175,-0.2035,-0.748946,-0.9165,-0.297661,-1.749,-0.998875,-0.668875,-1.264946,-0.633518,-0.922375,0.11925,-0.640125,-0.700625,0.8055,0.955,0.15075,0.306875,-1.482875,-0.84,-1.460518,0.802625,-0.06725,-0.342,0.5265,-0.841,-1.093,-0.628875,1.32625,1.038768,-0.078875,0.870125,-2.15575,-1.4985,1.1085,-0.137875,0.949,2.061125,-1.77425,-0.4525,-0.16875,-0.711518,-0.7005,-1.238875,-0.5,1.545625,0.21600000000000005,0.8640000000000001,-1.632375,0.740792,-0.58675,-0.295518,1.51925,-0.868125,0.112625,0.0235,-1.297875,-1.205125,-1.248661,-0.005875,-0.9625,-2.245661,1.0815,-1.391946,-1.6870889999999998,1.71025,-1.07175,-1.62725,-0.756946,0.334,0.7595,0.984625,0.453,-0.695875,1.513125,-0.86075,-0.242375,-0.5785,0.09175,-0.55425,-1.392208,-1.297,-0.0695,1.23425,-1.276946,-1.39975,-2.546708,-0.802232,-0.830375,-1.379625,-1.638946,-0.7755,0.234375,-0.813875,-0.530375,-0.20725,0.34,1.373875,-1.699946,0.65925,-1.696125,1.205625,1.307875,-0.806661,1.16975,-1.216375,-0.51525,0.93675,0.11925,0.870792,-0.342125,-0.642,0.550875,-1.182,0.743875,0.94425,0.051911,1.970625,-1.0475,-0.345,-0.6825180000000001,0.6235,0.137125,-0.85725,2.219625,2.959375,-0.1615,-0.107875,2.65925,-0.09025,-0.126,-0.243125,0.77175,1.044125,-2.491804,-0.473875,-1.063232,0.135375,1.879125,-0.417,-0.66575,-0.138375,-1.265708,-0.52275
LOC653319,0.335,-0.4525,0.818,-0.2095,-0.3225,0.4185,-0.124,0.065,-0.476,0.102,0.049,-0.6805,0.8035,0.157,-0.4345,-0.1035,-0.8465,0.978,-0.8079999999999999,0.0015,0.397,0.8815,-0.557,-0.2235,-0.08800000000000001,0.4845,0.162,-0.5429999999999999,0.439,-0.003,0.14300000000000002,-0.1505,-0.5415,0.21600000000000005,-0.237,-0.4255,-0.0345,0.344,0.047,0.8165,-0.108,-0.4515,-0.404,0.284,0.1795,-0.434,0.132,0.0725,0.302,-0.1235,-0.13,-0.0735,0.3225,0.483,-0.4045,0.8695,0.984,0.382,0.5539999999999999,-0.1765,0.991,-0.3245,0.01,0.272,-0.654,0.0035,1.5115,0.392,0.094,0.6765,0.7455,1.018,0.481,0.482,0.748,0.0495,-0.5805,-0.081,0.4435,0.3935,0.3635,0.174,-0.1635,0.0625,-0.4715,0.1505,-0.5615,0.45,0.836,-0.0105,0.9925,-0.4675,0.0405,0.5395,-0.4035,-0.2815,1.195,-0.3985,-0.188,0.019,0.1685,0.7235,0.222,-0.522,1.267,0.3655,0.0115,0.7909999999999999,0.026,-0.5625,0.125,0.8295,-0.154,0.304,0.0625,-0.158,-0.097,0.47,0.06,1.024,-0.28600000000000003,-0.3015,0.157,-0.4385,0.0945,0.4525,1.0185,0.5645,-0.6615,0.4055,0.0,0.057,0.2315,0.0525,0.971,0.116,0.4965,0.436,0.1125,0.463,0.1935,-0.009000000000000001,0.4545,0.362,-0.584
PIGL,-1.219125,-0.79725,0.16575,0.165125,0.81375,0.52025,0.40675,0.78875,0.00725,0.610625,-0.1055,-0.093375,-0.442,-0.427125,-0.4235,0.490125,-0.37,0.29525,-0.19475,0.76025,-0.18925,0.590875,-0.86175,0.05175,0.55625,-2.54475,-0.936,-0.063625,-0.310875,0.173875,0.17075,0.14375,0.616,0.0635,-0.274,-0.16325,-0.5205,0.88475,-0.50075,-0.19275,0.692625,0.075375,0.529125,0.01625,-0.085125,0.55075,-0.3515,0.369625,0.045625,-0.84325,-1.209,0.123875,0.545375,-0.795375,0.2865,-0.232125,0.117125,-0.139125,0.390625,0.071875,-0.675875,-0.0235,0.979625,1.551125,-2.27075,1.021625,1.594625,-0.036625,1.139625,-0.056125,0.295875,0.345,-0.71625,-0.239125,-0.3205,0.151,0.261,0.418125,-0.17375,-0.456625,0.0,-0.098625,-0.287125,0.15475,-0.397375,0.891875,0.4125,0.414875,1.3335,0.227125,0.96875,-0.21925,-0.027625,0.618,0.35575,0.862,1.02,1.349875,-0.18525,0.369,-0.031625,-0.012,-0.149125,-0.272,-0.827625,-0.983375,0.437375,1.067375,-0.299625,0.272625,1.106625,1.279125,0.926625,1.193875,0.327375,-0.423875,-0.793125,0.473125,-0.126625,-0.172125,0.244125,0.275625,0.45725,0.03825,0.6535,0.933,0.061,0.02525,0.447375,-0.457125,0.673125,-0.466625,0.282375,-0.3295,0.786375,0.810875,1.101375,0.687625,0.010625,-0.21525,0.5495,0.2885,-0.731375,-0.29600000000000004,-0.411
HUS1,-1.218667,0.306833,0.039167,0.2525,0.337833,0.13,0.5785,1.055833,-0.762667,0.211167,0.153333,-0.006999999999999999,0.451333,-0.766167,0.8855,-0.365667,0.066833,0.907,0.200667,-0.068833,-0.161,0.367333,0.339167,-0.13333299999999998,-0.438167,1.0065,0.380833,-0.209167,-0.542833,-0.281,-0.245833,0.123833,0.996,-0.162833,-0.741,-0.223167,-0.376,0.291167,-0.203333,0.384167,0.2185,0.076167,0.1425,0.192167,0.110667,-0.335833,0.0165,1.139,0.554833,-0.550167,0.906667,0.447,-0.057667,0.278667,0.2335,0.391167,0.267333,0.361833,-0.046333,-0.355667,0.058833,-0.0005,0.782333,-1.116,1.601167,0.0215,-0.316333,0.643333,0.102833,0.0765,-0.327667,-0.266333,0.122167,0.082833,0.168667,0.488667,-0.427167,0.058333,1.037333,1.452333,0.379333,0.634333,0.317,0.3670000000000001,1.2625,-0.2425,1.917,0.576833,0.410667,-0.0285,-0.112,0.050333,0.602,0.2835,0.607,0.2425,-0.148667,0.736333,0.854333,0.525833,0.056833,0.377667,-0.108167,0.156,0.0,-0.562167,-0.330833,0.192167,1.092333,-0.628,0.134667,0.037333,0.265167,0.147833,0.634,-0.192333,1.064833,0.430333,-0.0565,-0.483667,-0.16833299999999998,0.892833,0.016333,0.439,0.446167,-0.418167,-0.1495,0.477167,0.48,0.034167,0.129,0.205333,-0.633167,0.459167,-0.470667,0.913333,-0.467,0.850833,-0.299,-0.132333,0.7305,0.811667,0.575333,2.0525,-0.057667
SFRS6,0.332417,-0.02075,-1.986,-0.308167,0.718583,0.158833,0.0225,-1.54175,-0.911917,-0.200333,0.242667,-0.534583,-0.752083,0.2685,-1.143083,-1.166667,0.618,1.402083,-0.204417,-1.360833,-0.926333,-0.230167,-0.317,-0.00375,-0.290667,-0.656833,-0.078833,0.0085,0.542417,-0.955833,-0.120667,0.60425,-0.217167,-0.845333,-0.97675,0.735083,-0.18875,1.07725,-0.425083,1.129667,0.4585,1.411333,-0.4805,0.34025,1.205833,0.87875,-1.6780830000000002,0.593917,-1.277917,-0.229083,-0.577667,0.422667,-0.25425,-0.115583,-0.619167,-0.437833,2.249833,-0.14391700000000002,-0.01575,0.400417,0.31,-0.993667,-2.189917,-0.517083,0.794917,0.615167,0.792917,-1.6493330000000002,0.17466700000000002,-1.69375,1.436833,-0.264167,-0.563333,-0.952417,-0.309333,0.68425,1.0695,-0.549917,0.413583,-1.340333,0.644917,0.018833000000000003,-0.117417,-1.055583,0.781667,0.200083,0.365583,0.0,1.210167,-1.3875,-0.18775,0.919,-0.0955,0.225917,0.618333,-2.107417,0.319,0.5505,0.269667,0.488667,1.15175,0.487583,-0.368333,0.74125,0.78575,0.610167,-0.155833,0.717333,0.16808299999999998,0.110083,1.417167,0.758083,-0.0065,-0.158167,-1.04325,0.365667,0.37675,0.777,0.221833,-0.215,1.299083,0.17975,0.556667,-0.153333,-1.163167,-0.927417,-1.05075,0.39325,-0.699667,0.009333,0.56875,-1.031667,0.050833,-1.256083,0.240833,-0.615,1.558917,-1.33975,0.042917,-0.446583,-1.056083,-1.305417,-0.19625,-1.48625,0.550083
C17orf77,-0.562,-0.2755,0.08199999999999999,0.1625,0.227,0.181,0.487,-0.2035,-0.0255,-0.0785,-0.0085,-0.276,0.017,0.2795,-0.092,0.3235,-0.237,-0.024,0.181,-0.476,-0.6095,-0.331,0.163,0.4285,-0.1095,-0.0435,0.005,-0.173,0.4455,-0.2135,-0.1275,-0.465,-1.024,-0.1785,0.1955,0.244,-0.276,-0.062,-0.34600000000000003,0.0705,-0.141,-0.2845,0.439,0.4175,-0.342,-0.4405,0.2655,-0.101,-0.1575,-0.3695,0.5285,0.1935,0.3605,-0.085,-0.239,0.095,-0.0645,-0.5235,-0.4285,0.401,0.555,-0.025,0.838,0.4015,0.1295,-0.0895,0.33,-0.053,-0.1315,0.273,-0.05,0.14400000000000002,-0.4045,0.0055,-0.13,0.448,-0.411,-0.4025,0.076,0.09,-0.4320000000000001,0.177,-0.071,0.201,-0.279,-1.7405,0.0605,0.4235,0.6509999999999999,0.1925,-0.442,-0.5345,0.177,-0.0915,-0.271,-0.0665,0.421,-1.2675,0.3065,-0.154,-0.026,0.222,0.334,-1.274,0.4545,0.4845,0.3955,0.5955,1.269,-0.6005,0.4725,0.4305,-0.2515,0.1115,-0.023,-0.4845,-0.0645,0.235,0.15,-0.256,0.1405,0.175,0.041,0.4375,0.2205,-0.8345,0.1015,-0.0185,0.0095,-0.3455,0.8825,-0.085,0.0015,0.0,0.0,-0.5805,0.5755,-0.4995,0.166,-0.2385,0.505,-0.18,0.1825,0.106,0.0195
UIMC1,-0.28600000000000003,-0.156333,0.3195,0.1935,-0.161167,0.1225,0.457167,-0.034833,-0.076,-0.076167,-0.5225,0.185333,1.058667,0.045833,-0.268667,0.804833,0.209,0.3235,-0.158667,-0.369,-0.839667,0.3545,0.140333,-0.323333,-0.006333,0.268167,-0.7755,-0.230333,0.101,-0.172,-0.2295,0.142333,0.4085,0.012,-1.3119999999999998,0.221167,0.634167,0.350833,-0.3720000000000001,-0.165667,0.127167,0.424667,-0.276833,0.118333,0.495833,0.291333,0.054333000000000006,0.32299999999999995,-0.308,0.326667,-0.595167,0.098833,-0.08,-1.6535,0.08266699999999999,0.631167,-0.065167,-0.2245,0.055,-0.0755,0.4455,-0.2445,-0.380333,0.491667,-0.110167,0.4405,0.048333,-0.430833,-1.217167,0.342333,-0.258167,0.028833,-0.131333,0.223667,-0.111333,-0.513333,0.774,0.055167,-0.581333,-0.150667,-1.248,-0.978833,0.073167,0.128,-0.1505,0.2225,0.03,0.197167,0.269167,-1.065,-0.246833,0.477,0.502167,0.238833,-0.2415,-0.345167,0.705833,0.311,-0.111,-0.078,0.562667,0.475667,0.035333,-0.25216700000000003,-1.290833,0.08883300000000001,-0.5345,-0.405,-0.888333,0.057833,0.596333,0.374,-0.531,-0.382833,-0.15,0.122333,0.07200000000000001,-1.6621669999999995,0.569667,-0.248,0.398167,-0.012333,0.1575,-0.172,0.332333,-0.361,-0.18,-0.595333,-0.6725,0.234833,-0.062,-0.311833,-0.17416700000000002,0.101167,-0.003,0.519833,0.687167,-0.709167,0.306667,-0.0885,0.272333,-0.042,-0.413667,0.4195,0.503333
FXYD2,-0.7663,-0.3909,0.4235,-0.0035,0.2527,0.1163,-0.1367,0.0069,0.1976,-0.3451,-0.0788,0.4036,0.0391,-0.0708,-0.4693,0.2423,-0.1175,0.0411,0.1903,0.7259,0.8466,0.5894,0.0045,-0.388,-0.037000000000000005,-0.1152,0.6676,0.5245,-0.08,-0.2713,0.1447,-0.3725,0.4494,0.9084,0.3342,0.3477,0.1015,-0.452,0.0649,-0.0389,0.0528,-0.0371,0.2426,0.1931,-0.0743,-0.5079,-0.3586,-0.0557,0.01,0.3895,0.1039,0.3183,0.2496,-0.1502,0.0312,0.027000000000000003,-0.1162,0.35100000000000003,0.4343,-0.0075,-0.3308,0.2693,0.306933,-0.1379,-0.1168,-0.2529,0.4955,-0.1435,0.4853,-0.0891,0.201,-0.0744,0.1038,0.6979,0.3033,0.16,-0.8538,0.6257,0.5431,0.1465,-0.0882,0.2965,0.3184,0.1564,0.3078,0.4611,-0.1542,0.4676,-0.0309,0.6594,0.4698,0.2982,0.0446,-0.276,0.1723,0.2498,0.1301,0.0204,0.3225,0.1999,-0.1259,0.2575,-0.1163,-0.3528,0.2064,-0.1643,0.0522,0.5875,0.1541,-0.0221,-0.599,-0.301956,0.1848,-0.0009,0.4581,0.0918,0.0446,0.2782,0.0934,-0.4047,-0.3829,0.3872,0.2554,0.3693,0.3433,0.1449,-0.0915,0.519,0.0388,-0.2401,0.1584,-0.1728,0.2511,-0.2518,0.1297,-0.063,0.3904,0.8108,-0.1087,-0.1821,0.4287,0.2164,-0.1209,0.1225,0.1337
LOC283152,-0.50025,-0.6235,-0.08975,-1.6769999999999998,0.4135,-1.0585,-0.9875,-1.03775,1.3675,0.27375,-0.77925,-1.249,1.40125,-0.76375,-1.339,1.68575,-0.89825,1.60325,0.04575,-0.42475,-0.1695,1.83275,-0.6755,1.09275,-0.936,1.19125,-1.27325,-0.8675,0.86975,0.6145,0.847,0.109,0.51625,0.00425,-1.32975,2.2195,1.19175,1.52,-0.87,0.43125,0.74175,-0.19525,0.00175,0.75125,-1.12,-0.4575,-1.967,0.73275,1.23575,-0.34275,-0.57475,0.31325,2.209,-1.21825,-0.4035,-1.3295,1.29125,2.78625,-0.3565,-0.49725,-0.94675,0.12175,-2.10675,1.4435,-0.6815,-1.20725,-1.03025,0.32025,0.023,1.90625,-1.402,-0.6659999999999999,-0.478,-0.26325,-1.58225,-0.18175,-2.2025,1.60975,-0.7585,-0.6825,-1.63225,-1.31275,-1.1145,-0.24025,-0.04075,0.47625,-1.43925,-1.2115,2.33825,-1.27025,-0.7609999999999999,-1.6185,-0.71925,1.89475,-0.28575,-1.12,-0.1415,1.75325,-1.19275,-0.10725,0.92175,0.579,0.73075,1.31125,0.41525,-1.128,1.1105,-0.94025,-1.0425,-0.202,1.52725,0.129,-1.08875,1.5619999999999998,-0.07625,0.20575,0.75875,-1.03325,-0.146,-0.0025,1.33075,-0.6395,1.5605,-0.36825,-0.95625,-0.45825,0.8395,1.70025,0.58475,1.22175,0.058,-1.339,-0.08199999999999999,0.8320000000000001,1.2805,-0.20075,2.3325,0.8190000000000001,-0.33875,-0.2185,-0.03575,-0.1545,-1.0285,0.15875,0.12875
ZNF667,3.20275,-0.8285,-1.36275,-1.12475,-0.7625,0.1685,0.64025,1.4625,-1.19425,-1.85325,0.61925,0.31225,0.361,1.931,1.584,0.24775,0.4415,-1.65925,-0.22875,-0.08875,0.84025,0.544,2.12325,-2.6265,-1.5595,-2.0355,0.83775,0.06125,0.715,-1.27975,-0.984,-1.0659999999999998,-0.436,2.56175,0.841,-0.097,0.07775,0.6425,-0.4545,-1.43825,-1.51975,1.921,2.74125,-1.11075,-1.5465,-1.03525,0.03425,-1.121,0.92875,-1.2325,-0.38375,-0.03775,-0.04125,1.21425,-1.9035,0.753,1.93325,-0.47025,0.05225,-1.737,-2.1645,-0.11075,1.32575,-1.85575,-0.972,-1.4865,-0.4285,1.63675,1.38,0.93525,1.94825,-1.04275,1.26175,0.4355,-0.778,-0.8375,-0.65925,0.03,-1.205,0.07400000000000001,1.92625,0.3915,1.131,0.16175,-0.01225,0.136,1.97025,0.422,-2.456,-1.07825,1.913,-0.33675,2.31875,-1.83525,-1.07375,0.785,0.1645,-1.2165,-0.25425,1.368,0.146,2.1545,-1.35175,0.8955,0.1145,0.7485,-1.20875,0.3555,0.65275,2.3555,-0.34875,-3.11575,0.76175,-1.67525,1.401,-0.65275,0.2385,1.72625,-1.70925,3.124,-1.4585,-1.74675,-1.171,-1.5635,0.95925,-1.19525,2.0385,0.62625,2.259,-1.4575,-2.52725,2.13225,0.672,-0.99875,-0.9915,0.031,-2.45225,1.91525,1.21975,-0.968,-0.62475,1.5115,1.997,1.1535,1.1815
ZCCHC12,3.3805,0.21525,-0.75525,-1.68475,0.9545,0.04975,-0.52675,0.33675,-0.4265,-0.1655,-1.825667,-0.05225,-0.025,0.617,-0.129,0.53575,0.058333,0.4435,0.2565,-0.002,0.2145,-0.293,0.56825,-0.488,-0.545,-0.49325,-0.3595,0.42225,1.70825,-0.13425,-0.2395,-0.377,0.09725,-0.206,-0.37325,-0.0625,0.24525,-0.8370000000000001,-0.94175,-0.218,-0.1675,-1.039,0.04375,-0.00225,-0.61775,-0.43,0.9705,0.255,0.6335,0.53775,0.12675,0.52775,-0.6185,0.6035,-0.075,0.7440000000000001,-0.13375,0.08075,0.407,0.403,-0.1155,-0.109,-0.6525,0.472,-1.189,0.5539999999999999,-0.023333,0.42325,0.20625,-0.03325,0.26175,0.40575,0.7205,0.80475,0.512,0.498,0.0395,0.7475,0.32425,0.3965,0.16325,-0.301,-0.2705,0.5605,-0.8485,0.10225,-1.217,-0.36925,-1.209667,0.17475,0.33675,0.36125,0.3245,-0.2265,0.33375,-0.19425,0.197,-0.23425,-0.047,-0.42875,-0.30875,0.5479999999999999,-0.243,0.13325,-0.812,0.161,-0.9995,-0.71675,-0.51,-0.1405,-0.58925,-0.11,-0.013,-0.7140000000000001,0.6165,-0.0115,0.5720000000000001,0.08225,-0.682,-1.032,-0.16525,-0.27375,0.381,-0.1295,-0.0185,-0.24225,0.212,0.1845,-0.00325,1.242,1.55525,0.31325,0.60675,0.2295,0.14175,-1.205,-0.86925,-0.302,-0.25375,-0.09325,-0.47725,0.57575,-0.03325,-0.09925,0.25175
